id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
883208966932456255,Stylish 2BR Apartment in Midtown,407304997,Boomerang,Manhattan,Theater District,40.7568,-73.98337,Entire home/apt,288,30,0,,,30,230,0,
21780433,Bright room in East Williamsburg,9953808,Savanah,Brooklyn,Williamsburg,40.7073,-73.93873,Private room,,30,1,2018-05-15,0.01,1,0,0,
21811459,Prívate room for rent (monthly rental only),34999969,Alberto,Queens,Ridgewood,40.7001,-73.90702,Private room,,30,0,,,1,0,0,
22086471,The Gem of Greenpoint,3965297,Ryan,Brooklyn,Greenpoint,40.73152,-73.959,Entire home/apt,,30,6,2018-04-18,0.08,1,0,0,
745647050744624708,Cheerful private room near LGA  And JFK,194377255,Goce,Queens,East Elmhurst,40.761248313192965,-73.88358034193516,Private room,70,30,42,2023-09-18,2.32,1,260,15,
599114974037879224,Calm brooklyn room close to the train,75566701,Kyle,Brooklyn,Williamsburg,40.71285,-73.93962,Private room,800,30,0,,,1,89,0,
15189639,Prospect Heights,96347002,Noreen,Brooklyn,Crown Heights,40.67761,-73.95862,Entire home/apt,,60,0,,,1,0,0,
958430408164791754,Subway 1 & A train take you to Midtown in 30 min,19303369,Hiroki,Manhattan,Washington Heights,40.84948392477949,-73.9307485166068,Private room,39,30,0,,,258,54,0,
49111268,"""Comfortable 4 Bedroom apartment""",305489297,Stavros,Brooklyn,Windsor Terrace,40.65716,-73.98164,Entire home/apt,147,30,6,2023-05-31,0.18,5,298,1,
795636879388062389,Full Bedroom C in #691: Williamsburg,305240193,Elena,Brooklyn,Williamsburg,40.71405245032505,-73.9395109323412,Private room,118,30,0,,,310,337,0,
913026558984193477,Luxury Renovated Condo in Crown Heights,5735865,Realty,Brooklyn,Bedford-Stuyvesant,40.679360764936035,-73.95190332534119,Entire home/apt,300,4,8,2023-11-26,0.85,19,94,8,Exempt
858363357004653229,3min from A Line 181 St/7-8min from 1 Line 181 St,19303369,Hiroki,Manhattan,Washington Heights,40.84957832612298,-73.94090390596446,Private room,42,30,0,,,258,30,0,
977616206126385574,"Cozy, spacious room in Washington Heights",343575296,Hannah,Manhattan,Washington Heights,40.83764,-73.93898,Private room,72,30,0,,,1,288,0,
24034953,Room in Minimalist Brooklyn Loft (Fort Greene),25096301,Ryan,Brooklyn,Fort Greene,40.6867,-73.97444,Private room,,30,9,2019-06-02,0.12,2,0,0,
10748040,On Broadway near Columbia U,55567227,Neida,Manhattan,Harlem,40.83071,-73.94557,Private room,80,30,245,2023-10-02,2.53,1,61,14,
24426631,Gem Of A Hideout With  Private Deck/Garden,165884816,Kelsey,Brooklyn,Williamsburg,40.71904,-73.95971,Entire home/apt,,91,10,2019-07-05,0.14,1,0,0,
883329066226448215,Luxurious 2BR Apartment,407304997,Boomerang,Manhattan,Theater District,40.756047196205984,-73.98339022097652,Entire home/apt,288,30,0,,,30,324,0,
905998253119152699,Clean Relaxation 3A,146132198,Ronald And Cookie,Bronx,Wakefield,40.89396,-73.85714,Private room,73,2,21,2024-04-16,3.68,2,45,21,OSE-STRREG-0000198
858375146186969439,Subway 181 St station is 3min walk,19303369,Hiroki,Manhattan,Washington Heights,40.85091,-73.9408,Private room,42,30,0,,,258,44,0,
50398446,Spacious Light Cheerful Brooklyn Brownstone,24668,Tara,Brooklyn,Bedford-Stuyvesant,40.68205,-73.95319,Entire home/apt,900,30,5,2022-08-16,0.15,1,323,0,
815887248229691581,Queen Bedroom B in #290: Hell's Kitchen,305240193,Elena,Manhattan,Hell's Kitchen,40.7599807983639,-73.99272883529446,Private room,98,30,0,,,310,230,0,
713185241032100746,Welcome to my home in the Heights,268218366,Rafael,Manhattan,Washington Heights,40.83784,-73.94114,Private room,103,4,29,2024-04-28,1.47,2,75,17,OSE-STRREG-0001623
24921584,BIG STYLISH LOFT/ROOM with access in the backyard,34184387,Genevieve,Brooklyn,Prospect-Lefferts Gardens,40.66002,-73.94911,Private room,,30,3,2020-01-03,0.04,2,0,0,
8326389,Private Room - Exquisite Apt -Hip Hamilton Heights,43893277,Edward,Manhattan,Harlem,40.82352,-73.95245,Private room,85,30,141,2023-11-24,1.35,1,177,17,
15342056,"Cozy Private Bedroom, Access to Terrace",918668,Eric,Brooklyn,Crown Heights,40.67558,-73.95945,Private room,,30,0,,,1,0,0,
24959295,Stylish Huge loft/room with access 2 the backyard,34184387,Genevieve,Brooklyn,Prospect-Lefferts Gardens,40.66094,-73.94743,Private room,,30,1,2018-07-19,0.01,2,0,0,
25284006,Beautiful loft with plants and light,10671495,Dora,Brooklyn,Williamsburg,40.70641,-73.93754,Entire home/apt,,30,73,2024-01-03,1.02,1,0,5,
25416424,Spacious 1-Bedroom Apartment in Central Harlem,24549757,Elly,Manhattan,Harlem,40.81678,-73.93978,Entire home/apt,,70,5,2023-08-16,0.08,1,0,1,
25534630,2 bedroom Flat in Park Slope- Close to all Trains,17581024,Kemar,Brooklyn,Gowanus,40.67793,-73.98318,Entire home/apt,,30,76,2023-10-29,1.07,1,0,30,
17186648,Awesome Bedroom in Beautiful Brooklyn Apartment,92322271,Mark,Brooklyn,Crown Heights,40.67203,-73.94628,Private room,,30,0,,,2,0,0,
748776693953354467,"The Mini room 
(B.O.H)",308316618,Christopher,Bronx,Concourse Village,40.83366,-73.91642,Private room,49,30,2,2023-11-07,0.28,2,323,2,
882504391136032815,Waterfront skyline view 1 bed,116865007,France,Brooklyn,Greenpoint,40.7319162,-73.9607595,Entire home/apt,220,30,1,2023-07-01,0.10,1,237,1,
796485344365174116,That 70s Dungeon w/ stripper pole in NYC,422319674,Stephanie,Manhattan,Harlem,40.82215657208843,-73.94660788294061,Private room,150,30,19,2023-11-04,1.28,1,31,13,
20073959,Crown Heights Guest House 2,74541079,Abraham,Brooklyn,Crown Heights,40.67078,-73.93592,Entire home/apt,95,30,58,2022-07-29,0.71,2,179,0,
2214710,2BR Flex: Cleaning CDC guidelines implemented,7503643,Vida,Brooklyn,Greenpoint,40.7254,-73.94067,Entire home/apt,159,30,1,2019-10-27,0.02,8,336,0,
764818957705842595,Cozy Room in Uptown near subway,488556209,Maria,Manhattan,Harlem,40.819099554163756,-73.94406243723012,Private room,100,4,41,2024-03-17,2.35,5,36,25,Exempt
765375246553212456,Cozy Bright Warm Room in Uptown,488556209,Maria,Manhattan,Harlem,40.82097,-73.94483,Private room,100,3,41,2024-04-21,2.39,5,36,22,Exempt
1100459702576739500,Private bedroom in Upper Manhattan,19303369,Hiroki,Manhattan,Harlem,40.82386,-73.93788,Private room,45,30,0,,,258,30,0,
12737192,Great Harlem room,20557896,Michele,Manhattan,Harlem,40.82456,-73.94046,Private room,60,30,10,2019-12-19,0.17,1,211,0,
25914515,Onderdonk Hotel Studio,194554070,Daniel,Queens,Ridgewood,40.7088,-73.9147,Private room,,30,1,2018-06-23,0.01,1,0,0,
15454216,Convenient 2 BRs in 4BR Apartment in Williamsburg,32545798,Sasha,Brooklyn,Williamsburg,40.71262,-73.96253,Private room,,30,1,2016-12-25,0.01,5,0,0,
692338753651630498,"15min to NJ Fort Lee, easy commute",19303369,Hiroki,Manhattan,Washington Heights,40.85128,-73.93039,Private room,38,30,0,,,258,48,0,
757406296840445291,Comfortable room for two near Columbia University.,487215434,Abel,Manhattan,Washington Heights,40.84164,-73.93538,Private room,75,30,42,2023-10-29,2.46,1,365,26,
22258326,Gorgeous spacious renovated 1Bed in Hellskitchen!,42304005,Dina,Manhattan,Theater District,40.7615,-73.98636,Entire home/apt,299,30,39,2023-07-25,0.50,1,153,1,
1053589748929574381,Bay Ridge Gem: Stylish & Serene Getaway,545212079,Dorit,Brooklyn,Bay Ridge,40.62324,-74.02845,Entire home/apt,190,1,15,2024-04-04,3.91,45,134,15,OSE-STRREG-8735893
27776926,★☆Sunnyside☆-Locals' favorite neighbor for living-,43044876,Haruhisa,Queens,Sunnyside,40.73809,-73.92769,Private room,,31,4,2020-09-26,0.06,4,0,0,
28316936,Williamsburg Cozy Room 10 minutes from Manhattan.,80509710,Isaura,Brooklyn,Williamsburg,40.70822,-73.95101,Private room,,30,33,2020-03-09,0.48,1,0,0,
1053318610887651553,Bay Ridge Haven: Contemporary Charm in Brooklyn,545212079,Dorit,Brooklyn,Bay Ridge,40.623429003859556,-74.02851369413939,Entire home/apt,140,1,6,2024-04-15,1.50,45,206,6,OSE-STRREG-8756249
36839512,White 2 Bedroom 2 Bath Near Times Square West Side,276878527,Fad,Manhattan,Hell's Kitchen,40.76821,-73.99074,Entire home/apt,344,30,5,2023-04-01,0.09,15,335,0,
15513127,Brooklyn Apartment,62644193,Elle,Brooklyn,East Flatbush,40.6447,-73.92831,Private room,,30,0,,,1,0,0,
28519623,clean& airy in Brooklyn w/private bathroom and AC!,215257373,Erica,Brooklyn,Williamsburg,40.7165,-73.93957,Private room,,30,124,2020-03-11,1.81,1,0,0,
28607153,Renovated Dining 5min to 74st Express subway + AC,19303369,Hiroki,Queens,Jackson Heights,40.74908,-73.8938,Private room,,30,5,2024-02-22,0.08,258,0,1,
28730581,Near 5th AVE Renovated Studio in Brooklyn,188212054,Joanna,Brooklyn,Bay Ridge,40.62203,-74.02396,Entire home/apt,,30,82,2023-10-29,1.21,2,30,10,
941267689993150302,Self-Contained Brooklyn Studio,82866085,Raquel,Brooklyn,Crown Heights,40.67217625985121,-73.93301051598,Entire home/apt,120,30,0,,,3,363,0,
1171716,Room with a sunrise view over colored rooftops,6415261,John,Brooklyn,Kensington,40.6368,-73.9688,Private room,,30,0,,,1,0,0,
29041626,Cosy room with Queen bed,27084741,Paul,Queens,Woodside,40.74589,-73.91132,Private room,,30,3,2019-09-03,0.05,2,179,0,
15581667,Astoria Diamond,25079418,Najmah,Queens,Ditmars Steinway,40.77983,-73.92015,Entire home/apt,,30,29,2018-05-21,0.32,1,0,0,
1277955,Gorgeous Windsor Terrace home,836911,Cathy,Brooklyn,Windsor Terrace,40.6575,-73.97807,Entire home/apt,,30,1,2014-05-17,0.01,2,0,0,
811411264175754624,Standard Bunk Room,309714886,Pod Hotel,Brooklyn,Williamsburg,40.7152256,-73.9590841,Private room,349,1,1,2024-04-10,1,1,365,1,Exempt
889641086503997936,Beautiful Lemon Tree Apt Uptown,18210449,Ed,Manhattan,Washington Heights,40.85271,-73.93601,Entire home/apt,123,30,23,2024-02-10,2.06,1,313,23,
29505792,2nd floor art,183707967,Dionyssios,Manhattan,Washington Heights,40.85207,-73.9285,Entire home/apt,,90,21,2019-12-20,0.32,1,0,0,
45492428,Studio in Great Financial District Location,22541573,Furnished Quarters,Manhattan,Financial District,40.70503445727908,-74.0096696115143,Entire home/apt,230,30,0,,,150,286,0,
52343745,NEW “Best Bed”  1 Block From TSquare Train,9653082,Leroy,Manhattan,Harlem,40.82075,-73.95658,Private room,91,30,50,2023-10-08,1.58,1,274,16,
17481087,Gorgeous and Renovated Chelsea Apartment,24037775,Karen,Manhattan,Chelsea,40.74276,-73.99421,Entire home/apt,,30,0,,,1,0,0,
1085652974861396322,FiDi Studio w/ Office by Anyplace - 11660,415840703,Anyplace,Manhattan,Financial District,40.7038996539189,-74.00825845273208,Entire home/apt,160,30,0,,,34,333,0,
882669707179436133,305-3 BlackDoor,512542522,Julio,Bronx,Claremont Village,40.84388270005648,-73.9061282534258,Private room,65,30,3,2023-06-19,0.26,4,364,3,
684029923054859570,Modern Studio Apartment with Luxe Amenities,22541573,Furnished Quarters,Manhattan,Financial District,40.70571,-74.00834,Entire home/apt,230,30,1,2022-10-22,0.05,150,343,0,
17512898,Private room in shared apartment for 1,11427289,Ian,Manhattan,Greenwich Village,40.73484,-73.99665,Private room,,30,1,2017-08-31,0.01,1,0,0,
29794702,Spacious 1BR BK Hideaway Steps from Prospect Pk,20241112,Mariela,Brooklyn,Prospect-Lefferts Gardens,40.65643,-73.95884,Entire home/apt,,30,23,2020-03-13,0.35,1,0,0,
1094797239366835045,5 min from 145st station,19303369,Hiroki,Manhattan,Harlem,40.822425333494984,-73.93943350027298,Private room,37,30,0,,,258,42,0,
29855796,Room in the Parkway Abode,10843764,Vienna,Brooklyn,Crown Heights,40.66971,-73.94821,Private room,,30,0,,,2,0,0,
962806116621078911,Private rm w/private bath by BAM,64889149,Chieko,Brooklyn,Fort Greene,40.68716369020315,-73.97821428307438,Private room,245,5,6,2023-11-05,0.81,1,254,6,OSE-STRREG-0000968
724258438851833345,Modern Upscale 2BR 2BA in Chelsea/Hudson Yards,206952308,Daria,Manhattan,Chelsea,40.7492,-73.99514,Entire home/apt,250,30,0,,,6,364,0,
30212741,New Kitchen&Bath : 5min  Subway. 20min TimeSQ.,19303369,Hiroki,Queens,Jackson Heights,40.74945,-73.89561,Private room,,30,1,2019-05-01,0.02,258,0,0,
1111340559148332757,Brooklyn's Best-Kept Secret: Bay Ridge Residence,545212079,Dorit,Brooklyn,Bay Ridge,40.6253465309092,-74.02761044383585,Entire home/apt,152,1,4,2024-04-19,3.00,45,225,4,OSE-STRREG-0009846
47052753,"One Bedroom in Luxury Building, near Wall Street",22541573,Furnished Quarters,Manhattan,Financial District,40.70565,-74.00855,Entire home/apt,285,30,0,,,150,274,0,
850753223914821548,Full bedroom @ New York,480237147,Emine,Queens,Ditmars Steinway,40.774813434746136,-73.90813552518382,Private room,79,30,36,2023-11-09,2.69,2,179,29,
52026028,Henry House • Roomy 1-Bedroom • No4,399865453,Fenix,Brooklyn,Brooklyn Heights,40.69236373901367,-73.99559020996094,Entire home/apt,180,30,10,2023-06-03,0.36,29,183,1,
951365,Bushwick/Ridgewood Guest Suite with parking,2675998,Alice,Queens,Ridgewood,40.70875,-73.91654,Private room,125,30,140,2023-12-11,1.03,2,292,14,
668720193573393052,Lovely apartment in the Upper West Side,170568130,Ignacio,Manhattan,Upper West Side,40.7920348,-73.96620949999999,Entire home/apt,,30,18,2024-01-05,0.90,11,76,5,
17666011,Central Park Views - Private Room & Bathroom,120245256,Paul,Manhattan,Upper West Side,40.7971,-73.96159,Private room,,30,4,2017-08-15,0.05,1,0,0,
30494093,Sunny garden apartment in historic Brooklyn,115355850,Paget,Brooklyn,Gowanus,40.68429,-73.98656,Entire home/apt,,30,125,2023-08-01,1.96,1,33,10,
17679645,Room & private bathroom in historic Harlem,51594665,Shireen,Manhattan,Harlem,40.81255,-73.94417,Private room,,30,0,,,1,0,0,
30551807,Bedford Ave Apartment,229229020,Alexandra,Brooklyn,Williamsburg,40.7191,-73.9546,Entire home/apt,,30,6,2019-09-29,0.09,1,0,0,
30938219,Beautiful Brooklyn Brownstone in Lefferts Gardens,2242911,Joshua,Brooklyn,Prospect-Lefferts Gardens,40.65813,-73.95356,Entire home/apt,,30,0,,,1,0,0,
1034780207806976583,Bright bedroom by subway & NYPH,201459358,Tamara,Manhattan,Washington Heights,40.84399105669987,-73.94064621138882,Private room,57,30,0,,,1,191,0,
963737226256710668,Private 2 Bedroom home away from home,533293623,John,Staten Island,West Brighton,40.63314,-74.12429,Entire home/apt,112,30,0,,,1,89,0,
17728208,Bright and Clean One Bedroom - Females Only!,95306427,Alexi,Manhattan,East Village,40.72597,-73.98456,Private room,,30,25,2018-10-21,0.29,1,0,0,
649880048973005506,Divine writer’s studio in Greenwich Village,29497388,Derek,Manhattan,West Village,40.73324,-74.00144,Entire home/apt,,30,16,2023-09-04,0.73,1,0,6,
1060249590176474814,Cozy 3BR Apt Near Time Square!,345162226,Avery Mark,Manhattan,Hell's Kitchen,40.75391976116889,-73.995582558668,Entire home/apt,2000,30,0,,,3,269,0,
46788208,Wburg Room w/ balcony,12950608,Moriah,Brooklyn,Williamsburg,40.70908,-73.96565,Shared room,80,45,3,2022-01-01,0.09,1,120,0,
8470281,Cozy room in the city,31469635,Ricky,Manhattan,Harlem,40.82605,-73.94424,Private room,64,30,1,2019-01-01,0.02,2,363,0,
38558695,convenient location.private room4. near subway,112452087,Hannah,Manhattan,East Harlem,40.79811,-73.93942,Private room,,30,32,2020-10-11,0.57,2,0,0,
53862381,Clean and Cozy studio in the heart of L.E.S.,67292058,Mark,Manhattan,East Village,40.72345,-73.98922,Entire home/apt,,30,15,2022-02-27,0.52,1,0,0,
49855534,Minimal Studio Apartment in Downtown Brooklyn,61555945,Ghaflan,Brooklyn,Downtown Brooklyn,40.69348,-73.98363,Entire home/apt,,30,1,2021-12-06,0.03,1,0,0,
668717518462688530,Cozy & spacious apartment in UWS,170568130,Ignacio,Manhattan,Upper West Side,40.79305,-73.96671,Entire home/apt,,30,11,2024-04-09,0.60,11,40,5,
934611789150431227,Times Square NYC 2 Bedroom Apartment,358836868,Jon,Manhattan,Hell's Kitchen,40.75939186742734,-73.98869341890487,Entire home/apt,435,2,46,2024-04-17,4.69,1,81,46,Exempt
18018424,Spacious Financial District Loft - Whole Apartment,123894644,Spencer,Manhattan,Financial District,40.70686,-74.01103,Entire home/apt,,30,3,2017-11-19,0.04,1,0,0,
18039329,Sunny LES 1 bedroom w Roof Deck,124106675,Mary,Manhattan,Lower East Side,40.72172,-73.98514,Entire home/apt,,30,2,2017-05-03,0.02,1,0,0,
18080436,★cozy apartment ★,55981584,Saori,Brooklyn,Bay Ridge,40.63583,-74.02111,Private room,,30,10,2020-03-01,0.15,1,0,0,
641209854002197271,Spacious Fort Greene Loft,6874611,Michael,Brooklyn,Fort Greene,40.6903,-73.97854,Entire home/apt,386,30,51,2024-01-28,2.46,1,280,31,
49931513,New Spacious summer beach house,127431806,Eddie,Queens,Rockaway Beach,40.59027,-73.81032,Entire home/apt,,30,0,,,1,0,0,
720526955838723557,Popular Room! Share Apartment jackson heights,19303369,Hiroki,Queens,Jackson Heights,40.75088,-73.87642,Private room,,30,0,,,258,14,0,
788537271422081521,"Prime WB, large outdoor & views",55086196,Borja,Brooklyn,Williamsburg,40.71697857160656,-73.9592215048712,Entire home/apt,,30,5,2023-08-17,0.37,1,0,4,
48383636,3BR Oasis | Private Patio | 20 Min to Times Square,348912520,Patricia,Manhattan,Harlem,40.81994,-73.94417,Entire home/apt,327,3,12,2024-03-23,0.31,5,312,1,Exempt
30417665,Getaway in Manhattan. Free street  Park,71276635,Joe,Manhattan,Washington Heights,40.8353,-73.94369,Entire home/apt,229,1,81,2024-04-27,1.23,5,222,25,Exempt
767228707635121826,Different type of Experience-3 bedrooms-1st floor,182980197,Jampa,Queens,East Elmhurst,40.75624,-73.8942,Entire home/apt,250,30,18,2023-09-18,1.07,7,365,12,
846384445102956787,Brooklyn Heights Flat,91438143,Thomas,Brooklyn,Brooklyn Heights,40.697447855705285,-73.9941962124017,Entire home/apt,165,30,0,,,1,365,0,
905897849849957636,Family friendly launchpad!,929983,Franck,Brooklyn,Brooklyn Heights,40.69750277103206,-73.99493286071319,Entire home/apt,,30,0,,,1,0,0,
48324393,Twin Bedroom C in #180: Upper East Side,305240193,Elena,Manhattan,Upper East Side,40.77701,-73.94489,Private room,105,30,0,,,310,362,0,
1106503342430113525,Easy access to transit for seeing all the sights,542325136,The Hotel @ Fifth Avenue,Manhattan,Midtown,40.7477,-73.98662,Private room,427,1,0,,,9,92,0,Exempt
674289725303082989,Popular Room share Apartment Jackson Heights,19303369,Hiroki,Queens,Jackson Heights,40.75107712528616,-73.87812360288562,Private room,30,30,0,,,258,54,0,
952770872245256198,Bogart Standard Queen Room,215565541,LuxUrban,Brooklyn,Williamsburg,40.707258,-73.93397209999999,Private room,,1,8,2024-02-04,1.11,32,0,8,Exempt
18182282,Modern large one bedroom apt in HK,3749703,Dan,Manhattan,Hell's Kitchen,40.76164,-73.99683,Entire home/apt,,30,0,,,1,0,0,
923254914390869088,Huge room with amazing view,162781176,Aybike,Manhattan,Hell's Kitchen,40.76462712982849,-73.99315100066717,Private room,140,30,0,,,1,89,0,
18213280,2 bedroom 2 bathroom UWS,6726364,Alejandra,Manhattan,Upper West Side,40.80109,-73.96144,Entire home/apt,,30,3,2017-07-13,0.04,2,0,0,
30856398,Private Room in Beautiful Clinton Hill,62966059,Stephanie,Brooklyn,Clinton Hill,40.68442735901731,-73.96426323191972,Private room,63,30,22,2024-04-13,1.48,3,102,16,
985017004348527441,Private Bedrm Attached Backyard,534700739,Anne,Brooklyn,Williamsburg,40.708701985173725,-73.93950744555792,Private room,,250,1,2023-10-22,0.15,1,150,1,
726018745632954909,"Bedroom in Astoria, New York",481411059,Susana,Queens,Ditmars Steinway,40.78211,-73.91281,Private room,70,30,0,,,1,364,0,
1065441972143089656,Modern Opulence: Hotel Experience in Bay Ridge,545212079,Dorit,Brooklyn,Bay Ridge,40.62513,-74.02819,Entire home/apt,132,1,11,2024-04-14,3.75,45,231,11,OSE-STRREG-8732589
1075385949662033735,Luxe king bed and comfy sleeper sofa,555479658,Merrion Row Hotel And Public,Manhattan,Theater District,40.7572823,-73.983517,Private room,,1,0,,,4,113,0,Exempt
23273907,"Private room #2, good location, with AC",173249074,Lana,Brooklyn,Bath Beach,40.6055151,-74.01652349999999,Private room,50,30,52,2023-10-06,0.69,2,212,1,
38646409,Flushing/Elmhurst Masterbedroom,295247374,Rafael,Queens,East Elmhurst,40.7632,-73.86946,Private room,59,30,148,2023-07-08,2.63,7,270,6,
644311938371273827,Beauty 2 BR Duplex w/Private Garden. Kid Friendly,7028046,Anthony,Brooklyn,Clinton Hill,40.68613,-73.9643,Private room,366,30,5,2023-08-30,0.23,1,365,1,
1073962843858872658,RARE 2BR I Minutes to Times Square,450095749,Monica,Manhattan,Harlem,40.82051593146151,-73.94427417309342,Entire home/apt,298,3,6,2024-04-19,3.27,2,214,6,Exempt
18286232,NEW PENTHOUSE W/ HUGE PRIVATE ROOFTOP EAST VILLAGE,18167404,Andy,Manhattan,East Village,40.7261,-73.97795,Private room,,30,0,,,1,0,0,
971272258003580018,Beautiful Brooklyn townhouse,16286671,Lisa,Brooklyn,Prospect-Lefferts Gardens,40.65834664542637,-73.96102933439754,Private room,600,30,0,,,2,207,0,
546438376359380052,Brooklyn Prime Williamsburg 1b/1b entire Apt,3048003,Didar,Brooklyn,Williamsburg,40.71292,-73.96225,Entire home/apt,168,30,5,2024-03-31,0.23,1,197,4,
651495086718522145,Mediterranean Artist House at ClintonHill Brooklyn,464738071,Asia,Brooklyn,Clinton Hill,40.69045,-73.96063,Private room,65,30,7,2023-07-30,0.32,1,91,5,
26006376,Private Room and Office from SuperHost,62966059,Stephanie,Brooklyn,Clinton Hill,40.683977314873076,-73.96354689419438,Private room,70,30,0,,,3,107,0,
18330221,Williamsburg Apartment,22089161,Monika,Brooklyn,Williamsburg,40.7175,-73.94287,Entire home/apt,,30,0,,,1,0,0,
18358792,Sunny Large 3BR Perfect for Families Private Yard,127080266,Vered,Brooklyn,Carroll Gardens,40.6748,-73.99943,Entire home/apt,,30,0,,,1,0,0,
3499016,House 1 Bed $100/ night per person,17618198,Edvaldo,Queens,Ditmars Steinway,40.77797,-73.90604,Private room,100,30,2,2014-09-22,0.02,1,365,0,
844045896754574247,nyc living,242656230,Raha,Manhattan,Harlem,40.81895569469215,-73.95616655828992,Entire home/apt,150,90,0,,,1,359,0,
18374250,"Cozy, private bdrm",66961768,Duanne,Brooklyn,Bedford-Stuyvesant,40.69284,-73.93779,Private room,,30,8,2017-09-19,0.09,1,0,0,
1008246140374586613,Redwave Cute & Cosy Private Room in Sunnyside,543039050,Anna,Queens,Sunnyside,40.7372804,-73.9248528,Private room,59,30,0,,,1,122,0,
656642874471658660,"Modern, Sun-Soaked 1 Bedroom in Brooklyn Heights",10320658,Adam,Brooklyn,Brooklyn Heights,40.69296,-73.99359,Entire home/apt,350,30,0,,,1,336,0,
3123479,Sunny extra large two- bedroom steps to subway.,15863914,George,Queens,Ditmars Steinway,40.7712,-73.91705,Entire home/apt,191,30,36,2024-01-03,1.35,1,145,5,
13587436,Perfect 2 bedroom in Brooklyn,78464432,Dragica,Brooklyn,Crown Heights,40.67682,-73.96283,Entire home/apt,198,30,29,2023-11-19,0.31,1,293,3,
27519196,Nice Bayside 1 bedroom Apartment,50909051,Miranda,Queens,Bayside,40.76753,-73.76249,Entire home/apt,101,30,14,2020-12-09,0.20,1,179,0,
20119649,CROWN HEIGHTS GUESTS HOUSE 3L,74541079,Abraham,Brooklyn,Crown Heights,40.671,-73.93599,Entire home/apt,145,30,34,2020-07-06,0.42,2,179,0,
12202511,Cozy & Charming Chinatown/LES Spot!,9314442,Adam,Manhattan,Chinatown,40.71546,-73.99381,Entire home/apt,,30,2,2016-10-04,0.02,1,0,0,
15772447,Big Sunny Room in Huge DUMBO Loft,90025899,Harold,Brooklyn,DUMBO,40.70355,-73.98492,Private room,155,2,393,2024-04-30,4.32,1,32,74,OSE-STRREG-0000251
1107420594171076665,2 Bedroom 3 Bed Apartment,468947930,Emi,Brooklyn,Crown Heights,40.67334,-73.91625,Entire home/apt,299,30,0,,,17,364,0,
47990503,Spacious Designer Townhome I Private Backyard,348912520,Patricia,Manhattan,Harlem,40.82186370215458,-73.95308332569778,Entire home/apt,649,3,8,2024-04-30,0.21,5,288,6,Exempt
882757009539519244,Trendy 5 bd House W/Parking Inquire 2 modify days,468947930,Emi,Brooklyn,Crown Heights,40.67351094436041,-73.91647545839534,Entire home/apt,519,30,3,2023-09-10,0.29,17,364,3,
18507671,Shared room at Lincoln Center,5440952,Ryan,Manhattan,Upper West Side,40.77319,-73.98004,Shared room,,30,0,,,1,0,0,
239733,Astoria Garden Suite,1256874,Nancy,Queens,Ditmars Steinway,40.77539,-73.91709,Entire home/apt,250,30,57,2023-12-23,0.38,1,351,2,
37798666,ThomBoy Retreats/Feels like home! Close to all!,286046737,Dina,Brooklyn,Crown Heights,40.67357,-73.91365,Entire home/apt,85,30,5,2023-09-05,0.21,1,307,2,
877744711049313817,"New and Spacious, Private Modern Duplex w/ Parking",468947930,Emi,Brooklyn,Crown Heights,40.673523753149915,-73.91594917176886,Entire home/apt,409,30,0,,,17,364,0,
4426780,Convenient  Harlem studio,22980167,Maria,Manhattan,Harlem,40.81579,-73.93754,Entire home/apt,90,30,25,2022-09-24,0.22,1,44,0,
42315953,Private Room Next To Montefiore Hospital  & Subway,153378849,Aissa,Bronx,Williamsbridge,40.88176,-73.86143,Private room,50,30,3,2020-06-26,0.06,1,63,0,
54055089,Athlee Humble Home,432634656,Athlee,Queens,Springfield Gardens,40.66635,-73.76164,Shared room,60,30,0,,,1,365,0,
199733,Solo Travelers Private Garden XL Studio,241559,Demi,Brooklyn,Crown Heights,40.67635,-73.96108,Entire home/apt,110,30,132,2023-12-02,0.87,1,264,4,
49871065,Twin room with shared bath. Room 809 or similar.,171697479,Aamer,Manhattan,Midtown,40.74567,-73.98284,Private room,80,30,34,2023-12-13,0.96,26,260,3,
15874245,"Spacious, Cozy Home Away From Home",48961085,Anabelle,Queens,Astoria,40.76298,-73.92526,Private room,,30,7,2017-06-22,0.08,1,0,0,
51411625,Flushing/Elmhurst 2BRof3BR Duplex (BR#5&6),295247374,Rafael,Queens,East Elmhurst,40.76338,-73.87012,Private room,49,30,31,2023-09-27,0.93,7,269,9,
774802408005054624,Manhattan Penthouse with Huge Terrace,490250671,Tony,Manhattan,Harlem,40.83044,-73.94601,Entire home/apt,900,30,11,2023-04-30,0.65,1,364,0,
15926876,Renovated rooms. Newly furnished 5 min from nyc.,103345244,Jeff,Bronx,Kingsbridge,40.88516,-73.90487,Private room,,30,0,,,2,0,0,
832679265642376788,Pet-Friendly Deluxe 1 Queen Bed at The Evelyn!,496944100,RoomPicks,Manhattan,Midtown,40.74486714088293,-73.98801298427539,Entire home/apt,128,1,0,,,95,354,0,Exempt
736965655445471779,"Modern Diamond 1 bedroom in Queens, New York",87639559,Jemar Ira,Queens,Jamaica,40.70762,-73.80114,Entire home/apt,420,30,0,,,18,334,0,
